battery,cycle,source_file,local_cycle,start_time,capacity_Ah,SOH,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,cc_steps,cv_steps,discharge_steps,n_points,SOH_initial
CS2_38,1,CS2_38_8_17_10.xlsx,1,2010-08-16 13:45:26,1.139523063063385,1.03593005733035,4.0754926351841405,0.5628873025742119,0.8942985844843073,1.0469303032901822,3.559691370520244,3.5949999999999873,6729.0,2412.0,2,4,7,1089,1.0
CS2_38,2,CS2_38_8_18_10.xlsx,1,2010-08-17 14:31:24,1.129033245001774,1.0263938590925217,3.984837279512198,0.5498317442589344,0.9056856252784349,1.0477802738529214,3.518820042998358,3.5899999999999874,6586.0,2359.0,2,4,7,381,0.9907945539659274
CS2_38,3,CS2_38_8_19_10.xlsx,1,2010-08-18 10:59:55,1.1286148027460459,1.0260134570418598,3.976126447385665,0.5508511744735441,0.9073946900571324,1.0503225888568408,3.524762055903305,3.5899999999999874,6572.0,2362.0,2,4,7,380,0.9904273457282958
CS2_38,4,CS2_38_8_30_10.xlsx,1,2010-08-19 14:22:08,1.1274100456477258,1.0249182233161143,3.973789353114028,0.5519010710312182,0.9064968404040329,1.0478681647216714,3.525820773984975,3.5899999999999874,6567.0,2363.0,2,4,7,380,0.9893700989402568
CS2_38,5,CS2_38_8_30_10.xlsx,2,2010-08-19 17:59:40,1.1257331182493708,1.0233937438630643,3.960513308663314,0.5539581568079371,0.9106464072511808,1.0608388370358388,3.6869940962663725,3.599999999999987,6560.0,2381.0,2,4,7,379,0.9878984943253868
CS2_38,6,CS2_38_8_30_10.xlsx,3,2010-08-19 21:37:18,1.124467239466052,1.0222429449691381,3.987745992373568,0.5147474666680321,0.9135187603363466,1.0600023765952615,3.7150052108690392,3.599999999999987,6613.0,2195.0,2,4,7,381,0.9867876095839092
CS2_38,7,CS2_38_8_30_10.xlsx,4,2010-08-20 01:12:38,1.116334646829734,1.0148496789361217,3.9858759167222404,0.5037572646958799,0.9085801424562236,1.0434114185199517,3.403538033279413,3.5949999999999873,6612.0,2146.0,2,4,7,380,0.9796507705852714
CS2_38,8,CS2_38_8_30_10.xlsx,5,2010-08-20 04:46:43,1.104969064819926,1.004517331654478,3.9215693977738706,0.5351721341891228,0.9034497229500503,1.0329980638081853,3.5104191155915427,3.5949999999999873,6496.0,2284.0,2,4,7,374,0.9696767890326262
CS2_38,9,CS2_38_8_30_10.xlsx,6,2010-08-20 08:20:33,1.1005563134282914,1.0005057394802648,3.8898114865983846,0.5336605975003046,0.9064763046314485,1.0288711053100796,3.462029401184737,3.5949999999999873,6440.0,2272.0,2,4,7,372,0.9658043343762266
CS2_38,10,CS2_38_8_30_10.xlsx,7,2010-08-20 11:52:59,1.0974650888915543,0.9976955353559583,3.8752693487527954,0.5313964047549384,0.9078845059352795,1.0272266140829582,3.4485293910043695,3.5949999999999873,6415.0,2259.0,2,4,7,371,0.9630915989898737
CS2_38,11,CS2_38_8_30_10.xlsx,8,2010-08-20 15:24:38,1.0930459310092822,0.9936781190993473,3.86399370715255,0.5294803750587646,0.9064714630806415,1.0229528004650752,3.4629446910441635,3.5949999999999873,6396.0,2250.0,2,4,7,370,0.9592135222527588
CS2_38,12,CS2_38_8_30_10.xlsx,9,2010-08-20 18:55:33,1.1007197243392408,1.0006542948538553,3.866177593056126,0.5160323616467074,0.918270014361737,1.038612561414046,3.5869421591879656,3.599999999999987,6397.0,2183.0,2,4,7,371,0.9659477372754273
CS2_38,13,CS2_38_8_30_10.xlsx,10,2010-08-20 22:25:49,1.1029090075866979,1.0026445523515435,3.9024410304650665,0.49893548419067896,0.9170794444590992,1.0413970954724054,3.64050875140729,3.604999999999987,6468.0,2111.0,2,4,7,373,0.9678689649525325
CS2_38,14,CS2_38_8_30_10.xlsx,11,2010-08-21 01:56:11,1.1032418419264047,1.0029471290240042,3.9140007392984533,0.49379868701118623,0.9164968741637056,1.0414073047804742,3.6626436260222777,3.604999999999987,6490.0,2089.0,2,4,7,375,0.9681610470968044
CS2_38,15,CS2_38_8_30_10.xlsx,12,2010-08-21 05:26:33,1.1029174841701685,1.0026522583365167,3.917376276506187,0.48928372677715926,0.9167587709076023,1.041007769246776,3.6715729342036045,3.604999999999987,6497.0,2066.0,2,4,7,375,0.9678764036641703
CS2_38,16,CS2_38_8_30_10.xlsx,13,2010-08-21 08:56:38,1.1023856830539707,1.002168802776337,3.9179618663253204,0.4849938907804729,0.9175156321437821,1.040311923400073,3.660958499613665,3.604999999999987,6499.0,2050.0,2,4,7,374,0.9674097162109403
CS2_38,17,CS2_38_8_30_10.xlsx,14,2010-08-21 12:26:29,1.1020789451600788,1.001889950145526,3.9186101747285536,0.4833591861006427,0.9177495502512453,1.039674124019925,3.6766936685151634,3.604999999999987,6501.0,2035.0,2,4,7,374,0.9671405352668817
CS2_38,18,CS2_38_8_30_10.xlsx,15,2010-08-21 15:56:04,1.1014209816750622,1.0012918015227836,3.919361910170328,0.47851682663447553,0.9179825009331772,1.0384803375496772,3.678050638398845,3.604999999999987,6503.0,2019.0,2,4,7,374,0.9665631327496849
CS2_38,19,CS2_38_8_30_10.xlsx,16,2010-08-21 19:25:25,1.10085960624831,1.0007814602257363,3.9190065895500266,0.47632708348822816,0.9184661070080526,1.0379954972783085,3.6742593439586972,3.604999999999987,6503.0,2007.0,2,4,7,374,0.9660704920608313
CS2_38,20,CS2_38_8_30_10.xlsx,17,2010-08-21 22:54:30,1.1000497315835212,1.0000452105304738,3.9176799030582523,0.4757952159708913,0.9182077227844747,1.0369863576634526,3.67449543111309,3.604999999999987,6501.0,2002.0,2,4,7,374,0.9653597783499462
CS2_38,21,CS2_38_8_30_10.xlsx,18,2010-08-22 02:23:26,1.0993089330484231,0.9993717573167482,3.9149267216773396,0.47336289909661433,0.918611801250227,1.036235167410535,3.683162920242223,3.604999999999987,6497.0,1994.0,2,4,7,374,0.9647096830959664
CS2_38,22,CS2_38_8_30_10.xlsx,19,2010-08-22 05:52:10,1.0986335629346904,0.9987577844860821,3.9136681399308073,0.47280376958738374,0.9185759297888764,1.035454819931292,3.66744174336372,3.609999999999987,6495.0,1987.0,2,4,7,374,0.964117005215523
CS2_38,23,CS2_38_8_30_10.xlsx,20,2010-08-22 09:20:40,1.0980514693118657,0.9982286084653323,3.9115596328988858,0.4720002017398695,0.9189928589268912,1.0348490300723547,3.68485577791542,3.604999999999987,6492.0,1984.0,2,4,7,374,0.9636061830639645
CS2_38,24,CS2_38_8_30_10.xlsx,21,2010-08-22 12:49:02,1.097503035525456,0.997730032295869,3.911320434703671,0.4697039243158288,0.9188887186871071,1.034045471493467,3.6794800962342675,3.604999999999987,6492.0,1974.0,2,4,7,374,0.9631248994426086
CS2_38,25,CS2_38_8_30_10.xlsx,22,2010-08-22 16:17:13,1.096879269190044,0.9971629719909489,3.909822983295077,0.46775522893833554,0.9194831402124363,1.0335031427445054,3.6705333670685407,3.604999999999987,6490.0,1964.0,2,4,7,374,0.9625775069802435
CS2_38,26,CS2_38_8_30_10.xlsx,23,2010-08-22 19:45:09,1.0961192644943836,0.9964720586312578,3.9085829810084833,0.4671754265846482,0.9191110280359525,1.0325656870520628,3.6773992252715613,3.609999999999987,6488.0,1962.0,2,4,7,374,0.9619105571656279
CS2_38,27,CS2_38_8_30_10.xlsx,24,2010-08-22 23:12:59,1.0953962490697293,0.9958147718815721,3.905484684573635,0.4671727810399747,0.9192824329874844,1.0319967711609315,3.672776869758932,3.604999999999987,6483.0,1962.0,2,4,7,373,0.9612760676602461
CS2_38,28,CS2_38_8_30_10.xlsx,25,2010-08-23 02:40:41,1.080959771282437,0.9826907011658518,3.8773531268404797,0.4849451350353019,0.9061719291792397,1.0165372836735989,3.478810697046194,3.599999999999987,6438.0,2054.0,2,4,7,370,0.9486071904297294
CS2_38,29,CS2_38_8_30_10.xlsx,26,2010-08-23 06:08:24,1.0754425466937363,0.9776750424488511,3.818249401985437,0.5034723479123232,0.9089772978442039,1.0112206338155012,3.415487338756213,3.5949999999999873,6325.0,2122.0,2,4,7,365,0.9437654941380644
