battery,cycle,source_file,local_cycle,start_time,capacity_Ah,SOH,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,cc_steps,cv_steps,discharge_steps,n_points,SOH_initial
CS2_36,1,CS2_36_8_17_10.xlsx,1,2010-08-16 13:45:06,1.144814424108196,1.0407403855529054,4.092661524013472,0.5319827549601356,0.9050028547045554,1.060130546151523,3.6290195487035155,3.604999999999987,6764.0,2278.0,2,4,7,1096,1.0
CS2_36,2,CS2_36_8_18_10.xlsx,1,2010-08-17 14:31:07,1.134434996411898,1.0313045421926346,4.031037168419599,0.5156162802877606,0.9121588965143624,1.0590608740754706,3.5960776115391604,3.604999999999987,6672.0,2213.0,2,4,7,386,0.9909335281966041
CS2_36,3,CS2_36_8_19_10.xlsx,1,2010-08-18 10:59:32,1.133961451914118,1.0308740471946525,4.026028906698181,0.5132445564474784,0.913740878000259,1.0601855765768897,3.6135074231013578,3.609999999999987,6667.0,2205.0,2,4,7,387,0.9905198851748113
CS2_36,4,CS2_36_8_30_10.xlsx,1,2010-08-19 14:21:52,1.132869374840287,1.0298812498548062,4.02391926674964,0.5127852239828103,0.91349948445928,1.058418913295102,3.601258257223371,3.604999999999987,6663.0,2201.0,2,4,7,385,0.9895659514622083
CS2_36,5,CS2_36_8_30_10.xlsx,2,2010-08-19 17:58:35,1.1299681742559948,1.027243794778177,4.01119727047376,0.514991828840111,0.9152023371001661,1.0610964760967827,3.688378712939012,3.614999999999987,6657.0,2225.0,2,4,7,384,0.9870317410930892
CS2_36,6,CS2_36_8_30_10.xlsx,3,2010-08-19 21:35:26,1.129642109006316,1.0269473718239235,4.029758253058567,0.48052444617720874,0.9196878808250815,1.0581631442317323,3.6979224411862868,3.614999999999987,6693.0,2053.0,2,4,7,385,0.9867469217871717
CS2_36,7,CS2_36_8_30_10.xlsx,4,2010-08-20 01:10:01,1.125441613221747,1.0231287392924973,4.028504641272538,0.47306580207757626,0.917975437662997,1.0497065894027648,3.5205991104850316,3.614999999999987,6693.0,2017.0,2,4,7,385,0.9830777718392741
CS2_36,8,CS2_36_8_30_10.xlsx,5,2010-08-20 04:43:46,1.115778161351776,1.0143437830470692,3.982817657751679,0.49866519980547525,0.9117273456190045,1.044511339317564,3.5683446982599936,3.609999999999987,6611.0,2134.0,2,4,7,381,0.9746367077973892
CS2_36,9,CS2_36_8_30_10.xlsx,6,2010-08-20 08:17:33,1.1125080707071886,1.0113709733701715,3.95799957535133,0.49823519304901753,0.9141872594365775,1.0411698355230097,3.537987758486225,3.609999999999987,6567.0,2133.0,2,4,7,379,0.9717802704781836
CS2_36,10,CS2_36_8_30_10.xlsx,7,2010-08-20 11:50:26,1.1100457448070111,1.009132495279101,3.9482902301408607,0.49538738013641664,0.9149261500889881,1.0388461018725874,3.5278559356784784,3.609999999999987,6550.0,2122.0,2,4,7,379,0.9696294189092967
CS2_36,11,CS2_36_8_30_10.xlsx,8,2010-08-20 15:22:42,1.1064773742145677,1.0058885220132432,3.938055353215355,0.4950367529651146,0.9139337336242054,1.035350803905551,3.5091133764495543,3.609999999999987,6533.0,2116.0,2,4,7,377,0.9665124328569737
CS2_36,12,CS2_36_8_30_10.xlsx,9,2010-08-20 18:54:23,1.1116830585641697,1.0106209623310634,3.9396566531932966,0.48621979259552495,0.922012224694604,1.0432986963937114,3.62041805920088,3.614999999999987,6533.0,2068.0,2,4,7,378,0.9710596190558698
CS2_36,13,CS2_36_8_30_10.xlsx,10,2010-08-20 22:25:33,1.1130955459430414,1.0119050417664013,3.965931453168012,0.4694960441500742,0.9221998118504136,1.0434289959684209,3.6456438806007685,3.619999999999987,6586.0,1996.0,2,4,7,381,0.972293432457524
CS2_36,14,CS2_36_8_30_10.xlsx,11,2010-08-21 01:56:28,1.1132076337038495,1.012006939730772,3.9737749064308114,0.46287071661649515,0.9223694923293957,1.04233510308084,3.654929287827735,3.619999999999987,6601.0,1962.0,2,4,7,381,0.9723913415670248
CS2_36,15,CS2_36_8_30_10.xlsx,12,2010-08-21 05:27:07,1.113032066681365,1.0118473333466953,3.975975610646626,0.459936964857227,0.9226633767628059,1.041693988688411,3.6612194455972085,3.619999999999987,6606.0,1944.0,2,4,7,382,0.9722379830673523
CS2_36,16,CS2_36_8_30_10.xlsx,13,2010-08-21 08:57:31,1.112609938798009,1.0114635807254626,3.976748821898434,0.45717098199963657,0.9230233990726177,1.0409420274431374,3.676530547063073,3.619999999999987,6608.0,1930.0,2,4,7,382,0.9718692526648816
CS2_36,17,CS2_36_8_30_10.xlsx,14,2010-08-21 12:27:41,1.1123062744960066,1.011187522269097,3.97731077738968,0.4531968910711149,0.92400140196973,1.0399266636232993,3.6704155358054273,3.619999999999987,6610.0,1914.0,2,4,7,382,0.9716040006767795
CS2_36,18,CS2_36_8_30_10.xlsx,15,2010-08-21 15:57:37,1.1120949448138813,1.0109954043762557,3.9787317856497824,0.4495964021630196,0.9242681881627658,1.0388358272407068,3.669988074125497,3.619999999999987,6613.0,1898.0,2,4,7,382,0.9714194033501955
CS2_36,19,CS2_36_8_30_10.xlsx,16,2010-08-21 19:27:20,1.111442008686332,1.0104018260784835,3.9776322202351526,0.44875469590670364,0.9245299918704278,1.0381685181100295,3.6626830075995547,3.619999999999987,6612.0,1892.0,2,4,7,381,0.9708490610188976
CS2_36,20,CS2_36_8_30_10.xlsx,17,2010-08-21 22:56:52,1.1106836109001392,1.009712373545581,3.975682348501074,0.4481057415423987,0.9244004315056555,1.0375760649021784,3.6775818022579796,3.619999999999987,6609.0,1887.0,2,4,7,381,0.9701865975049674
CS2_36,21,CS2_36_8_30_10.xlsx,18,2010-08-22 02:26:15,1.1100340535808293,1.0091218668916628,3.974260094810411,0.44654680427255067,0.924631329915208,1.0365871082243838,3.6714420452860224,3.619999999999987,6607.0,1880.0,2,4,7,381,0.9696192065762446
CS2_36,22,CS2_36_8_30_10.xlsx,19,2010-08-22 05:55:26,1.1093850028109173,1.0085318207371976,3.9727387982200577,0.4439160722399499,0.9250745193142704,1.0357686894647073,3.6673271915364296,3.619999999999987,6605.0,1871.0,2,4,7,381,0.9690522581204566
CS2_36,23,CS2_36_8_30_10.xlsx,20,2010-08-22 09:24:25,1.1089699272590856,1.0081544793264414,3.97102482145833,0.44336636912170385,0.9254381578218543,1.0349758673917884,3.6587918273423563,3.619999999999987,6602.0,1866.0,2,4,7,380,0.9686896879579125
CS2_36,24,CS2_36_8_30_10.xlsx,21,2010-08-22 12:53:14,1.1086852333173418,1.0078956666521288,3.970767735625728,0.44224007860068437,0.9253755132546091,1.0342117290946131,3.671964196602773,3.619999999999987,6602.0,1860.0,2,4,7,380,0.9684410066557306
CS2_36,25,CS2_36_8_30_10.xlsx,22,2010-08-22 16:21:56,1.1078536060801518,1.007139641891047,3.9691314794614043,0.44046563784505616,0.9256061544980012,1.0332789168585088,3.6671900500304893,3.619999999999987,6600.0,1854.0,2,4,7,380,0.9677145769220751
CS2_36,26,CS2_36_8_30_10.xlsx,23,2010-08-22 19:50:27,1.1071817507390982,1.006528864308271,3.9674112427892116,0.43962783395012467,0.9256485732361596,1.0325400184543645,3.670124668352715,3.619999999999987,6597.0,1850.0,2,4,7,379,0.9671277085817526
CS2_36,27,CS2_36_8_30_10.xlsx,24,2010-08-22 23:18:50,1.1065942082976896,1.0059947348160814,3.9649926195222545,0.4409359106534584,0.925487520986829,1.031464125346424,3.666367988397335,3.619999999999987,6593.0,1848.0,2,4,7,380,0.9666144878980891
CS2_36,28,CS2_36_8_30_10.xlsx,25,2010-08-23 02:47:03,1.0962079695507754,0.9965526995916139,3.9399004013078844,0.45626946436713334,0.9156836371802041,1.0248491744221144,3.5028691452903518,3.614999999999987,6553.0,1935.0,2,4,7,377,0.957542066614609
CS2_36,29,CS2_36_8_30_10.xlsx,26,2010-08-23 06:15:30,1.0922232503720046,0.9929302276109132,3.8991697111113024,0.4718228435819811,0.9171071566572347,1.022464189811033,3.473879894676187,3.609999999999987,6473.0,2002.0,2,4,7,374,0.9540613983989942
CS2_36,30,CS2_36_8_30_10.xlsx,27,2010-08-23 09:43:30,1.0899144132465324,0.9908312847695748,3.8844276697893725,0.47443101671868376,0.917285002745012,1.0210023401490984,3.4703723649240756,3.609999999999987,6447.0,2014.0,2,4,7,373,0.952044619891621
CS2_36,31,CS2_36_8_30_10.xlsx,28,2010-08-23 13:11:10,1.088266717657902,0.9893333796890017,3.8746722977063275,0.4775762856284562,0.9172483641966555,1.0197987899375325,3.4477189164390754,3.609999999999987,6429.0,2027.0,2,4,7,373,0.9506053511735368
CS2_36,32,CS2_36_8_30_10.xlsx,29,2010-08-23 16:38:39,1.0861751046441839,0.9874319133128944,3.863029164105669,0.48256431077865214,0.9165047674063219,1.018173799240316,3.4394653898422844,3.609999999999987,6409.0,2047.0,2,4,7,372,0.948778318800716
CS2_36,33,CS2_36_8_30_10.xlsx,30,2010-08-23 20:06:01,1.0942636716121967,0.9947851560110879,3.88345086869539,0.4584425714151864,0.9268401199575197,1.0248983667413096,3.5711406261173844,3.614999999999987,6445.0,1934.0,2,4,7,374,0.9558437145519214
CS2_36,34,CS2_36_8_30_10.xlsx,31,2010-08-23 23:32:34,1.0955863241378907,0.9959875673980824,3.9129994744075045,0.450066552724727,0.923886156488424,1.0245644316884743,3.586220810870265,3.619999999999987,6500.0,1895.0,2,4,7,376,0.9569990568483153
CS2_36,35,CS2_36_8_30_10.xlsx,32,2010-08-24 02:59:26,1.0860174611647508,0.9872886010588643,3.8914558485889814,0.4675960666165763,0.9143027218843905,1.017192868628697,3.4352894989670935,3.609999999999987,6467.0,1981.0,2,4,7,374,0.9486406165879264
CS2_36,36,CS2_36_8_30_10.xlsx,33,2010-08-24 06:26:39,1.0821915698130482,0.9838105180118619,3.858075923729063,0.4776014461914084,0.9148431808348769,1.014466850171456,3.4526351990481334,3.609999999999987,6401.0,2021.0,2,4,7,371,0.9452986851175198
CS2_36,37,CS2_36_8_30_10.xlsx,34,2010-08-24 09:53:14,1.0817261717385591,0.9833874288532355,3.8440164902355227,0.4805989669441686,0.9173597932374972,1.014425879768896,3.415659146442513,3.609999999999987,6376.0,2042.0,2,4,7,370,0.9448921580292088
CS2_36,38,CS2_36_8_30_10.xlsx,35,2010-08-24 13:19:43,1.0802248956414502,0.9820226324013183,3.8429619528703065,0.4792621256733754,0.9164141295628072,1.0128358864548572,3.410651205495358,3.604999999999987,6374.0,2037.0,2,4,7,370,0.9435807873253689
CS2_36,39,CS2_36_8_30_10.xlsx,36,2010-08-24 16:46:01,1.0808436386231008,0.9825851260210007,3.835171434093305,0.48312571550909744,0.9177265965814675,1.0148304000889332,3.4255229447150377,3.609999999999987,6360.0,2052.0,2,4,7,369,0.944121261806316
CS2_36,40,CS2_36_8_30_10.xlsx,37,2010-08-24 20:12:23,1.0878141843774927,0.9889219857977205,3.862439453573045,0.45948750990591863,0.9257498348740754,1.0192205474907263,3.537791197037574,3.614999999999987,6410.0,1939.0,2,4,7,372,0.950210061534553
CS2_36,41,CS2_36_8_30_10.xlsx,38,2010-08-24 23:38:03,1.0888020188978587,0.9898200171798714,3.8854115144334043,0.45427507275726997,0.9229213641697056,1.0188905363216179,3.5417955147759894,3.614999999999987,6453.0,1916.0,2,4,7,373,0.9510729389577961
CS2_36,42,CS2_36_8_30_10.xlsx,39,2010-08-25 03:04:07,1.0787350683285837,0.980668243935076,3.8605933060603896,0.47330447455590224,0.9126264194085992,1.0108941071974042,3.398995368218122,3.609999999999987,6414.0,2012.0,2,4,7,371,0.9422794171805726
CS2_36,43,CS2_36_8_30_10.xlsx,40,2010-08-25 06:30:36,1.0770546701411448,0.9791406092192224,3.8274989311301506,0.48342855313785055,0.9162286301496374,1.01015611992597,3.3979942529039855,3.609999999999987,6348.0,2052.0,2,4,7,369,0.9408115826110108
CS2_36,44,CS2_36_8_30_10.xlsx,41,2010-08-25 09:56:32,1.076654927436607,0.9787772067605518,3.8250987324986636,0.48091145355233644,0.9168909871343877,1.01026135249477,3.409939280624214,3.604999999999987,6344.0,2044.0,2,4,7,369,0.9404624057521945
CS2_36,45,CS2_36_8_30_10.xlsx,42,2010-08-25 13:22:15,1.0759865243160647,0.9781695675600587,3.822106227351953,0.4817128183765404,0.9169649257142124,1.0092342079499845,3.3970884610905197,3.609999999999987,6339.0,2045.0,2,4,7,368,0.9398785529403617
CS2_36,46,CS2_36_8_30_10.xlsx,43,2010-08-25 16:47:52,1.0746837318640488,0.9769852107854988,3.8126283069203177,0.48715525340200855,0.9161317573168642,1.0091537518537517,3.367891967470632,3.604999999999987,6323.0,2070.0,2,4,7,367,0.9387405584981351
CS2_36,47,CS2_36_8_30_10.xlsx,44,2010-08-25 20:13:34,1.082485795079478,0.9840779955267981,3.8355398222213974,0.46383231691185217,0.9257303245597225,1.0152861925211651,3.5074014154518465,3.614999999999987,6363.0,1959.0,2,4,7,370,0.9455556920701174
