battery,cycle,source_file,local_cycle,start_time,capacity_Ah,SOH,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,cc_steps,cv_steps,discharge_steps,n_points,SOH_initial
CS2_35,1,CS2_35_8_17_10.xlsx,1,2010-08-16 13:44:57,1.138460075392183,1.0349637049019844,4.07975468436319,0.5384558112470784,0.9007349642211465,1.054488074977492,3.562528903072602,3.599999999999987,6736.0,2312.0,2,4,7,1091,1.0
CS2_35,2,CS2_35_8_18_10.xlsx,1,2010-08-17 14:30:57,1.128559536014668,1.0259632145587891,4.0001447368889895,0.5218155257227491,0.9118676513113593,1.054975178721259,3.5470934866913084,3.604999999999987,6613.0,2252.0,2,4,7,383,0.9913035691004761
CS2_35,3,CS2_35_8_19_10.xlsx,1,2010-08-18 10:59:23,1.128331882762185,1.0257562570565317,3.997364837554545,0.5178810608321938,0.9135140567917645,1.0555543865540091,3.54940411386375,3.604999999999987,6612.0,2232.0,2,4,7,383,0.9911036031487456
CS2_35,4,CS2_35_8_30_10.xlsx,1,2010-08-19 14:21:41,1.127924190617803,1.0253856278343663,3.995491530012971,0.5178451123359268,0.9136513327430333,1.0550965869280609,3.565388851308691,3.604999999999987,6608.0,2228.0,2,4,7,382,0.9907454947238703
CS2_35,5,CS2_35_8_30_10.xlsx,2,2010-08-19 17:57:41,1.1221805257538309,1.0201641143216644,3.9831855179286757,0.5193570758330069,0.91331441028605,1.0573667967010203,3.6784368735515725,3.614999999999987,6604.0,2247.0,2,4,7,381,0.9857003772110814
CS2_35,6,CS2_35_8_30_10.xlsx,3,2010-08-19 21:33:39,1.120196534445049,1.0183604858591355,3.9946939794996004,0.4847722799908945,0.9181794883423557,1.0527939257094237,3.6854089082615014,3.614999999999987,6629.0,2078.0,2,4,7,381,0.9839576799029669
CS2_35,7,CS2_35_8_30_10.xlsx,4,2010-08-20 01:07:04,1.1140515099605253,1.0127740999641137,3.988237754751369,0.4772434606170114,0.9156605813772364,1.0421371540434547,3.4397502493952192,3.614999999999987,6620.0,2043.0,2,4,7,381,0.9785600163244642
CS2_35,8,CS2_35_8_30_10.xlsx,5,2010-08-20 04:39:25,1.1018670215235868,1.0016972922941698,3.9326859971365966,0.5053229482914318,0.9082047760326561,1.0338871967286787,3.506065104334585,3.609999999999987,6520.0,2167.0,2,4,7,376,0.9678574113756335
CS2_35,9,CS2_35_8_30_10.xlsx,6,2010-08-20 08:11:30,1.0968900192215791,0.99717274474689,3.8960355878987807,0.5047619598998359,0.9117822132958061,1.0286578447393533,3.4622961275530733,3.609999999999987,6456.0,2160.0,2,4,7,375,0.9634857145462185
CS2_35,10,CS2_35_8_30_10.xlsx,7,2010-08-20 11:42:08,1.0934591701079714,0.9940537910072467,3.879801790756317,0.5031462193728441,0.912810690631479,1.0259999779808269,3.4492459932172053,3.609999999999987,6428.0,2152.0,2,4,7,372,0.9604721269924996
