battery,cycle,current_soh,soh_slope,mean_degradation_rate,recent_degradation_rate,volatility,state_soh_level,dynamics_score,state_degradation_dynamics,normalized_cycle_position,state_cycle_position
CS2_35,1,1.0349637049019844,,,,,Early,,,0.001,Early-life
CS2_35,2,1.0259632145587891,,,,,Early,,,0.002,Early-life
CS2_35,3,1.0257562570565315,,,,,Early,,,0.003,Early-life
CS2_35,4,1.0253856278343665,,,,,Early,,,0.004,Early-life
CS2_35,5,1.0201641143216644,,,,,Early,,,0.005,Early-life
CS2_35,6,1.0183604858591355,,,,,Early,,,0.006,Early-life
CS2_35,7,1.0127740999641135,,,,,Early,,,0.007,Early-life
CS2_35,8,1.0016972922941698,,,0.004752344658259229,,Early,,,0.008,Early-life
CS2_35,9,0.99717274474689,,,0.004112924258842735,,Early,,,0.009,Early-life
CS2_35,10,0.9940537910072468,,,0.00452892372132639,,Early,,,0.01,Early-life
CS2_35,11,0.9899768829873268,,,0.005058392121005673,,Early,,,0.011,Early-life
CS2_35,12,0.9955697023189588,,,0.003513487428957946,,Early,,,0.012,Early-life
CS2_35,13,0.9969360216716808,,,0.0030606377410649565,,Early,,,0.013,Early-life
CS2_35,14,0.9967579786787568,,,0.002288017326479525,,Early,,,0.014,Early-life
CS2_35,15,0.996367812820722,,,0.0007613542104925518,,Early,,,0.015,Early-life
CS2_35,16,0.9958547922693354,,,0.00018827892536494545,,Early,,,0.016,Early-life
CS2_35,17,0.9954283975715502,,,-0.00019637236632906254,,Early,,,0.017,Early-life
CS2_35,18,0.9949666778841196,,,-0.0007128278423989791,,Early,,,0.018,Early-life
CS2_35,19,0.9942939991682048,,,0.00018224330725056883,,Early,,,0.019,Early-life
CS2_35,20,0.9934025716232012,,,0.000504778578354229,,Early,,,0.02,Early-life
CS2_35,21,0.9927526453157428,,,0.0005721904804305725,,Early,,,0.021,Early-life
CS2_35,22,0.9920368258238323,,,0.0006187124281270868,,Early,,,0.022,Early-life
CS2_35,23,0.9914221514504006,,,0.0006332344027049709,,Early,,,0.023,Early-life
CS2_35,24,0.9908716733062596,,,0.0006509606093272335,,Early,,,0.024,Early-life
CS2_35,25,0.990287348683232,,,0.000668475600126807,,Early,,,0.025,Early-life
CS2_35,26,0.989542210381044,,,0.0006788269695944102,,Early,,,0.026,Early-life
CS2_35,27,0.9888335646277404,,,0.0006527152850658302,,Early,,,0.027,Early-life
CS2_35,28,0.9790203299237276,,,0.001961759341716464,,Early,,,0.028,Early-life
CS2_35,29,0.9721761527036676,,,0.002837239017166387,,Early,,,0.029,Early-life
CS2_35,30,0.9688267335824462,,,0.0032279168382791973,,Early,,,0.03,Early-life
CS2_35,31,0.9663546661500824,,,0.0035024295937396027,,Early,,,0.031,Early-life
CS2_35,32,0.9636107195015984,-0.00168306033154027,0.0023017092064640658,0.003810947025947658,0.003437285525323349,Early,0.002747003678743964,,0.032,Early-life
CS2_35,33,0.9729077939943536,-0.0015857763334439752,0.0017114651794979216,0.0023763451980986267,0.0038004650579849,Early,0.001981060765771301,,0.033,Early-life
CS2_35,34,0.9750764172046448,-0.0015078612942903327,0.0016348335436092494,0.0019653067747279485,0.003855366552544813,Early,0.0017365840345091406,,0.034,Early-life
CS2_35,35,0.9677634049531876,-0.0014540957021054247,0.0018587813832638357,0.001608132138648569,0.003979130168034522,Early,0.0015311139203769968,,0.035,Early-life
CS2_35,36,0.9606995132207692,-0.0014214491905344792,0.0019182129387385562,0.0016395199261283505,0.004044255258157437,Early,0.0015304845583314149,,0.036,Early-life
CS2_35,37,0.958486976335112,-0.0014092437273776274,0.0019314035330330157,0.001477108178190594,0.00404453590676133,Early,0.0014431759527841108,,0.037,Early-life
CS2_35,38,0.9572531483873092,-0.0013923487718586424,0.0017909984379614276,0.0013002168232533037,0.0039885866976943326,Early,0.001346282797555973,,0.038,Early-life
